image.name,analyst,expertise,red,purple,green
38_HGMNW2_1_b_GX010138_00037_237,NS,advanced,0,0,0
38_HGMNW2_1_b_GX010138_00038_243,NS,advanced,0,0,0
38_HGMNW2_1_b_GX010138_00039_249,NS,advanced,0,0,0
38_HGMNW2_1_b_GX010138_00040_255,NS,advanced,0,0,0
38_HGMNW2_1_b_GX010138_00041_261,NS,advanced,0,0,0
38_HGMNW2_1_b_GX010138_00042_267,NS,advanced,1,0,0
38_HGMNW2_1_b_GX010138_00043_273,NS,advanced,2,0,0
38_HGMNW2_1_b_GX010138_00044_279,NS,advanced,1,0,0
38_HGMNW2_1_b_GX010138_00045_285,NS,advanced,0,0,0
38_HGMNW2_1_b_GX010138_00046_291,NS,advanced,0,0,0
38_HGMNW2_1_b_GX010138_00047_297,NS,advanced,2,0,0
38_HGMNW2_1_b_GX010138_00048_303,NS,advanced,0,0,0
38_HGMNW2_1_b_GX010138_00049_309,NS,advanced,0,0,0
38_HGMNW2_1_b_GX010138_00050_15,NS,advanced,0,0,0
32_HGMNE2_1_b_GX010123_00001_20,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00002_25,AL,novice,5,0,2
32_HGMNE2_1_b_GX010123_00003_30,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00004_35,AL,novice,3,0,0
32_HGMNE2_1_b_GX010123_00005_40,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00006_45,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00007_50,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00008_55,AL,novice,2,0,0
32_HGMNE2_1_b_GX010123_00009_60,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00010_65,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00011_70,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00012_75,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00013_80,AL,novice,3,0,0
32_HGMNE2_1_b_GX010123_00014_85,AL,novice,2,0,0
32_HGMNE2_1_b_GX010123_00015_90,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00016_95,AL,novice,2,0,0
32_HGMNE2_1_b_GX010123_00017_100,AL,novice,3,0,0
32_HGMNE2_1_b_GX010123_00018_105,AL,novice,2,0,0
32_HGMNE2_1_b_GX010123_00019_110,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00020_115,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00021_120,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00022_125,AL,novice,0,0,1
32_HGMNE2_1_b_GX010123_00023_130,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00024_135,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00025_140,AL,novice,2,0,0
32_HGMNE2_1_b_GX010123_00026_145,AL,novice,2,0,0
32_HGMNE2_1_b_GX010123_00027_150,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00028_155,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00029_160,AL,novice,2,0,0
32_HGMNE2_1_b_GX010123_00030_165,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00031_170,AL,novice,4,0,0
32_HGMNE2_1_b_GX010123_00032_175,AL,novice,3,0,0
32_HGMNE2_1_b_GX010123_00033_180,AL,novice,3,0,0
32_HGMNE2_1_b_GX010123_00034_185,AL,novice,2,0,0
32_HGMNE2_1_b_GX010123_00035_190,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00036_195,AL,novice,2,0,0
32_HGMNE2_1_b_GX010123_00037_200,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00038_205,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00039_210,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00040_215,AL,novice,3,0,0
32_HGMNE2_1_b_GX010123_00041_220,AL,novice,4,0,0
32_HGMNE2_1_b_GX010123_00042_225,AL,novice,3,0,1
32_HGMNE2_1_b_GX010123_00043_230,AL,novice,2,0,1
32_HGMNE2_1_b_GX010123_00044_235,AL,novice,1,1,0
32_HGMNE2_1_b_GX010123_00045_240,AL,novice,1,0,0
32_HGMNE2_1_b_GX010123_00046_245,AL,novice,4,0,1
32_HGMNE2_1_b_GX010123_00047_250,AL,novice,1,0,1
32_HGMNE2_1_b_GX010123_00048_255,AL,novice,5,0,0
32_HGMNE2_1_b_GX010123_00049_260,AL,novice,0,0,0
32_HGMNE2_1_b_GX010123_00050_265,AL,novice,2,1,0
34_HGMNE2_2_b_GX010125_00001_15,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00002_20,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00003_25,AL,novice,0,0,0
34_HGMNE2_2_b_GX010125_00004_30,AL,novice,2,0,0
34_HGMNE2_2_b_GX010125_00005_35,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00006_40,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00007_45,AL,novice,0,1,0
34_HGMNE2_2_b_GX010125_00008_50,AL,novice,0,0,0
34_HGMNE2_2_b_GX010125_00009_55,AL,novice,2,1,0
34_HGMNE2_2_b_GX010125_00010_60,AL,novice,0,0,0
34_HGMNE2_2_b_GX010125_00011_65,AL,novice,2,0,0
34_HGMNE2_2_b_GX010125_00012_70,AL,novice,0,0,0
34_HGMNE2_2_b_GX010125_00013_75,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00014_80,AL,novice,2,0,2
34_HGMNE2_2_b_GX010125_00015_85,AL,novice,1,1,0
34_HGMNE2_2_b_GX010125_00016_90,AL,novice,2,1,0
34_HGMNE2_2_b_GX010125_00017_95,AL,novice,0,2,0
34_HGMNE2_2_b_GX010125_00018_100,AL,novice,0,0,0
34_HGMNE2_2_b_GX010125_00019_105,AL,novice,0,0,0
34_HGMNE2_2_b_GX010125_00020_110,AL,novice,1,1,0
34_HGMNE2_2_b_GX010125_00021_115,AL,novice,1,2,0
34_HGMNE2_2_b_GX010125_00022_120,AL,novice,2,2,0
34_HGMNE2_2_b_GX010125_00023_125,AL,novice,1,1,0
34_HGMNE2_2_b_GX010125_00024_130,AL,novice,2,0,1
34_HGMNE2_2_b_GX010125_00025_135,AL,novice,0,0,1
34_HGMNE2_2_b_GX010125_00026_140,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00027_145,AL,novice,3,0,1
34_HGMNE2_2_b_GX010125_00028_150,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00029_155,AL,novice,2,0,2
34_HGMNE2_2_b_GX010125_00030_160,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00031_165,AL,novice,1,1,0
34_HGMNE2_2_b_GX010125_00032_170,AL,novice,0,0,0
34_HGMNE2_2_b_GX010125_00033_175,AL,novice,0,0,2
34_HGMNE2_2_b_GX010125_00034_180,AL,novice,1,1,1
34_HGMNE2_2_b_GX010125_00035_185,AL,novice,1,1,2
34_HGMNE2_2_b_GX010125_00036_190,AL,novice,0,0,0
34_HGMNE2_2_b_GX010125_00037_195,AL,novice,0,2,1
34_HGMNE2_2_b_GX010125_00038_200,AL,novice,1,3,1
34_HGMNE2_2_b_GX010125_00039_205,AL,novice,1,2,1
34_HGMNE2_2_b_GX010125_00040_210,AL,novice,3,1,1
34_HGMNE2_2_b_GX010125_00041_215,AL,novice,3,0,0
34_HGMNE2_2_b_GX010125_00042_220,AL,novice,3,2,2
34_HGMNE2_2_b_GX010125_00043_83,AL,novice,0,1,1
34_HGMNE2_2_b_GX010125_00044_230,AL,novice,2,0,2
34_HGMNE2_2_b_GX010125_00045_235,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00046_240,AL,novice,1,1,2
34_HGMNE2_2_b_GX010125_00047_245,AL,novice,1,0,0
34_HGMNE2_2_b_GX010125_00048_250,AL,novice,3,0,0
34_HGMNE2_2_b_GX010125_00049_255,AL,novice,0,0,0
34_HGMNE2_2_b_GX010125_00050_165,AL,novice,1,0,1
36_HGMNE2_3_b_GX010127_00001_16,AL,novice,1,0,1
36_HGMNE2_3_b_GX010127_00002_22,AL,novice,14,0,0
36_HGMNE2_3_b_GX010127_00003_28,AL,novice,2,0,6
36_HGMNE2_3_b_GX010127_00004_34,AL,novice,8,0,4
36_HGMNE2_3_b_GX010127_00005_40,AL,novice,4,0,1
36_HGMNE2_3_b_GX010127_00006_46,AL,novice,,0,2
36_HGMNE2_3_b_GX010127_00007_52,AL,novice,0,1,0
36_HGMNE2_3_b_GX010127_00008_58,AL,novice,0,1,0
36_HGMNE2_3_b_GX010127_00009_64,AL,novice,0,0,3
36_HGMNE2_3_b_GX010127_00010_70,AL,novice,0,0,6
36_HGMNE2_3_b_GX010127_00011_76,AL,novice,0,0,10
36_HGMNE2_3_b_GX010127_00012_82,AL,novice,2,0,0
36_HGMNE2_3_b_GX010127_00013_88,AL,novice,2,0,0
36_HGMNE2_3_b_GX010127_00014_94,AL,novice,2,0,0
36_HGMNE2_3_b_GX010127_00015_100,AL,novice,2,0,0
36_HGMNE2_3_b_GX010127_00016_106,AL,novice,2,0,0
36_HGMNE2_3_b_GX010127_00017_112,AL,novice,1,0,0
36_HGMNE2_3_b_GX010127_00018_118,AL,novice,4,0,0
36_HGMNE2_3_b_GX010127_00019_124,AL,novice,2,0,0
36_HGMNE2_3_b_GX010127_00020_130,AL,novice,1,0,2
36_HGMNE2_3_b_GX010127_00021_136,AL,novice,0,0,3
36_HGMNE2_3_b_GX010127_00022_142,AL,novice,1,0,0
36_HGMNE2_3_b_GX010127_00023_148,AL,novice,1,0,1
36_HGMNE2_3_b_GX010127_00024_154,AL,novice,3,0,0
36_HGMNE2_3_b_GX010127_00025_160,AL,novice,0,0,9
36_HGMNE2_3_b_GX010127_00026_166,AL,novice,0,0,7
36_HGMNE2_3_b_GX010127_00027_172,AL,novice,0,0,0
36_HGMNE2_3_b_GX010127_00028_178,AL,novice,0,0,0
36_HGMNE2_3_b_GX010127_00029_184,AL,novice,0,0,7
36_HGMNE2_3_b_GX010127_00030_190,AL,novice,4,0,3
36_HGMNE2_3_b_GX010127_00031_196,AL,novice,7,0,0
36_HGMNE2_3_b_GX010127_00032_202,AL,novice,4,0,1
36_HGMNE2_3_b_GX010127_00033_208,AL,novice,0,0,0
36_HGMNE2_3_b_GX010127_00034_214,AL,novice,0,0,0
36_HGMNE2_3_b_GX010127_00035_220,AL,novice,4,0,10
36_HGMNE2_3_b_GX010127_00036_226,AL,novice,8,0,8
36_HGMNE2_3_b_GX010127_00037_232,AL,novice,6,1,4
36_HGMNE2_3_b_GX010127_00038_238,AL,novice,7,0,1
36_HGMNE2_3_b_GX010127_00039_244,AL,novice,2,0,1
36_HGMNE2_3_b_GX010127_00040_250,AL,novice,2,0,2
36_HGMNE2_3_b_GX010127_00041_256,AL,novice,2,0,4
36_HGMNE2_3_b_GX010127_00042_262,AL,novice,1,0,5
36_HGMNE2_3_b_GX010127_00043_268,AL,novice,5,0,1
36_HGMNE2_3_b_GX010127_00044_274,AL,novice,5,0,0
36_HGMNE2_3_b_GX010127_00045_280,AL,novice,2,0,0
36_HGMNE2_3_b_GX010127_00046_286,AL,novice,1,0,0
36_HGMNE2_3_b_GX010127_00047_292,AL,novice,1,0,0
36_HGMNE2_3_b_GX010127_00048_298,AL,novice,1,0,0
36_HGMNE2_3_b_GX010127_00049_304,AL,novice,1,0,0
36_HGMNE2_3_b_GX010127_00050_310,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00001_21,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00002_27,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00003_33,AL,novice,2,,
38_HGMNW2_1_b_GX010138_00004_39,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00005_45,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00006_51,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00007_57,AL,novice,2,0,0
38_HGMNW2_1_b_GX010138_00008_63,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00009_69,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00010_75,AL,novice,3,0,0
38_HGMNW2_1_b_GX010138_00011_81,AL,novice,2,0,0
38_HGMNW2_1_b_GX010138_00012_87,AL,novice,1,1,0
38_HGMNW2_1_b_GX010138_00013_93,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00014_99,AL,novice,1,,1
38_HGMNW2_1_b_GX010138_00015_105,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00016_111,AL,novice,2,0,0
38_HGMNW2_1_b_GX010138_00017_117,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00018_123,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00019_129,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00020_135,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00021_141,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00022_147,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00023_153,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00024_159,AL,novice,1,0,1
38_HGMNW2_1_b_GX010138_00025_165,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00026_171,AL,novice,3,0,0
38_HGMNW2_1_b_GX010138_00027_177,AL,novice,1,1,0
38_HGMNW2_1_b_GX010138_00028_183,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00029_189,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00030_195,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00031_201,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00032_207,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00033_213,AL,novice,2,0,0
38_HGMNW2_1_b_GX010138_00034_219,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00035_225,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00036_231,AL,novice,2,0,0
38_HGMNW2_1_b_GX010138_00037_237,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00038_243,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00039_249,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00040_255,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00041_261,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00042_267,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00043_273,AL,novice,2,0,0
38_HGMNW2_1_b_GX010138_00044_279,AL,novice,2,0,0
38_HGMNW2_1_b_GX010138_00045_285,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00046_291,AL,novice,1,0,0
38_HGMNW2_1_b_GX010138_00047_297,AL,novice,2,0,0
38_HGMNW2_1_b_GX010138_00048_303,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00049_309,AL,novice,0,0,0
38_HGMNW2_1_b_GX010138_00050_15,AL,novice,0,0,0
